date,url,title,abstract,filetype,site,terms
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/HAI-404M.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: HAI-404M™ Revision Date: 27-Jan-2011 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: HAI-404M™,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H03392.pdf,SurgiFrac Service – Fracture Stimulation SM Technique for ...,"In many conventional <b>hydraulic-fracturing</b> stimulation treatments, proppant concentrations are modified throughout the job. The intent in most cases is to use high-proppant ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/BA-20%20BUFFERING%20AGENT.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: BA-20 BUFFERING AGENT Revision Date: 05-Jan-2009 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: BA ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_1_Add_D_FR-66.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: FR-66 Revision Date: 24-Jun-2009 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: FR-66,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/OptiKleen%20WF.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: OptiKleen-WF™ Revision Date: 06-Jan-2010 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: OptiKleen ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_1_Add_C_FE-1A.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: FE-1A ACIDIZING COMPOSITION Revision Date: 05-Jan-2009 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_2_Add_GBW-30.pdf,MATERIAL SAFETY DATA SHEET - 1. CHEMICAL PRODUCT AND COMPANY ...,MATERIAL SAFETY DATA SHEET Product Trade Name: GBW-30 BREAKER Revision Date: 05-Jan-2009 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: GBW-30 BREAKER,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_1_Add_F_LP-65.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: LP-65 Revision Date: 10-Aug-2010 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: LP-65,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/related_docs/0309%20Halliburton%20Eprint.pdf,Petrophysics Key In Stimulating Shales - Oilfield Services ...,to <b>hydraulic fracturing</b> treatments. There is a need to quantify the brittleness fac-tor in a way that combines both rock me-chanical properties in shale.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/SP%20BREAKER.pdf,MATERIAL SAFETY DATA SHEET,MATERIAL SAFETY DATA SHEET Product Trade Name: SP BREAKER Revision Date: 04-Jan-2010 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: SP BREAKER,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/BE-9.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: BE-9 Revision Date: 03-Feb-2009 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: BE-9,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn_Sys_1_Add_A_HCL.pdf,MATERIAL SAFETY DATA SHEET - Oilfield Services | Halliburton ...,MATERIAL SAFETY DATA SHEET Product Trade Name: 7.5% HYDROCHLORIC ACID Revision Date: 03-Jan-2008 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: 7 ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Case_Histories/web/A_through_R/H08424.pdf,Refrac Reorientation - Oilfield Services | Halliburton ...,Refrac Reorientation THE BACKGROUND <b>Hydraulic fracturing</b> is necessary for commercial production in the extremely low-permeability Barnett Shale formation of,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/projects/pubsdata/Hydraulic_Fracturing/disclosures/pdfs/Penn3_gasperm.pdf,MATERIAL SAFETY DATA SHEET,MATERIAL SAFETY DATA SHEET Product Trade Name: GasPerm 1000™ Revision Date: 04-Mar-2010 1. CHEMICAL PRODUCT AND COMPANY IDENTIFICATION Product Trade Name: GasPerm ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Product_Announcements/Halliburton_Expands_Water_Conservation.pdf,Product Announcement - Oilfield Services | Halliburton ...,capabilities to reduce the amount of fresh water used for <b>hydraulic fracturing</b> while at the same time reducing their overall cost for water-related services.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/lp/contents/Books_and_Catalogs/web/StimGun/1_Table_of_Contents/TofC.pdf,StimGun sect1 TofC - Oilfield Services | Halliburton ...,"initial production and improve <b>hydraulic fracturing</b> Jim Gilliat, Canadian Completion Services – The Expro Group StimGun sect1 TofC 9/19/02 8:00 PM Page 2",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/lp/contents/Data_Sheets/web/H/H05936.pdf,H05936 RockXpert2 Analysis - Oilfield Services | Halliburton ...,improperly planned <b>hydraulic fracturing</b> operations can give disappointing production results. RockXpert2 analysis provides critical information for,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/FracFactory.pdf,Manufacturing Approach to <b>Fracturing</b> Limits Environmental Impact,"Produced water has been used for <b>hydraulic fracturing</b> in the Rockies for 2 years; 5,000 B/D of produced water is being pumped. Methods for using produced water in ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/related_docs/H063771.pdf,U.S.ShaleGas - Oilfield Services | Halliburton - Solving ...,"1 ExecutiveSummary Currentincreasingdemandandlaggingsupplymeanhighpricesforbothoilandgas,making exploitationofNorthAmericanunconventionalgasplayssuddenlyfarmorelucrativefor",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Case_Histories/web/A_through_R/H08443.pdf,“Formula One” <b>Fracturing</b>,"Due to the success of <b>hydraulic fracturing</b> in the K-sands, fracture stimula-tion is now being applied to selected higher permeability gas-sands and may allow",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/tttcp/contents/Books_and_Catalogs/web/ServiceTools/H03280_04_Horizontal_Systems.pdf,Horizontal Completion Systems - Oilfield Services ...,and efficient <b>hydraulic</b> stimulation completion system for your application. A vital part of the completion used for <b>hydraulic fracturing</b> of horizontal/highly deviated ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Presentations/SPE%20147206%20presentation.pdf,SPE 147206: <b>Fracturing</b> Fluid Comprised of Components Sourced ...,<b>Hydraulic Fracturing</b> Concerns • Use water and chemicals • Development near high-population areas (Northeast - USA) Citizens are concerned about chemicals used in ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/Eagle%20Ford%20-%20Approach%20Optimizes%20Completion%20Design.pdf,Approach Optimizes Completion Design - Oilfield Services ...,"London, and an M.B.A. in business ad - ministration from the University of Louisiana at Lafayette. Special Report: <b>Hydraulic Fracturing</b> Technology",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/pubsdata/press_release/2012/Q2_Earnings_Release.pdf,FOR IMMEDIATE RELEASE Contact: Kelly Youngblood,"escalating costs associated with guar gum, a blending additive used in our <b>hydraulic fracturing</b> processes. Operating income was also impacted by the annual Canadian",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Chem_Compliance/web/H06096.pdf,FR-48W™ Friction Reducer - Oilfield Services | Halliburton ...,pressure while pumping water during <b>hydraulic fracturing</b> treatments. FR-48W liquid friction reducer is designed to be used in either a continuous or a batch mix application.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H05000.pdf,ViCon NF <b>Fracturing</b> Fluid Breaker - Oilfield Services ...,"As the <b>hydraulic</b> fracture is being formed and propagated, fluid leaks from the ... For more information on the ViCon NF™ <b>Fracturing</b> Fluid Breaker, please contact your",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/lp/contents/Product_Announcements/MaxForce.pdf,Product Announcement - Oilfield Services | Halliburton ...,<b>hydraulic fracturing</b>. The MaxForce®-FRAC charge is designed to optimize <b>fracturing</b> efficiency and placement by providing consistency of the perforation,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Presentations/XOM%20Germany%20trip.pdf,CleanSuite ™ Technologies - Oilfield Services | Halliburton ...,ALL RIGHTS RESERVED. Halliburton’s New <b>Hydraulic Fracturing</b> Formulation “Sourced Entirely From the Food Industry” CleanStimTM Service,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/pubsdata/press_release/2011/Q2_EarningsRelease.pdf,HALLIBURTON ANNOUNCES SECOND QUARTER EARNINGS OF $0.81 PER ...,"More than four million gallons of CleanStim® <b>hydraulic fracturing</b> fluid, comprised of ingredients sourced from the food industry, were utilized to enhance the well and ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Product_Announcements/highpressurepumping.pdf,Product/Service Announcement - Oilfield Services ...,a power rating of 2000 <b>hydraulic</b> horsepower. Today’s shale <b>fracturing</b> treatments have stretched the abilities of conventional pumping systems to their limits.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/0910HEP_Sand_HAL.PDF,Will flowback or produced water do? - Oilfield Services ...,"www.EPmag.com September 2010 | E&amp;P Sand and Water Management The perennial shortage of water for <b>hydraulic fracturing</b> has encour-aged the use of flowback, produced,",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/related_docs/HaliburtonFrac.pdf,Basin o r t Oil Gas November 2008 New Trends in <b>Fracturing</b> ...,"This method of <b>hydraulic fracturing</b> uses less horsepower and a smaller footprint. “I don’t know that we’re making quantum leaps,’’ Grieser said.",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/cem/contents/Data_Sheets/web/H/H02656.pdf,Foam Cement Delivers Long-Term Zonal Isolation and Decreases ...,initiation and propagation during <b>hydraulic-fracturing</b> treatments. Result: Improved zonal isolation in productive sections. † The density of foam cement can be varied ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/bar/contents/Data_Sheets/web/Sales_Data_Sheets/SDS-044.pdf,FullCircle Cuttings Injection: Feasibility Studies and ...,"Unique InjecPlan™ <b>Hydraulic Fracturing</b> Software Package InjecPlan software, an enhanced version of StimPlan™ software from NSI Technologies, is licensed exclusively to",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/wd/contents/Data_Sheets/web/H06981_sFrac_Valve.pdf,sFrac™ Valve - Oilfield Services | Halliburton - Solving ...,Halliburton WellDynamics sFrac™ valve is a remotely operated downhole <b>hydraulic</b> valve that offers a cost-effective multi-stage <b>fracturing</b> capability to operators ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/related_docs/Barnett.pdf,The Barnett Shale - Oilfield Services | Halliburton - Solving ...,Commercial production from the Barnett is achieved by exposing large amounts of shale surface area through massive <b>hydraulic fracturing</b> and long horizontal,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/Q_through_Z/SPE_Summaries.pdf,WORMHOLING REACTIVITY - Oilfield Services | Halliburton ...,Case study 3 incorporates <b>hydraulic fracturing</b> and high ­pressure jetting of a shallow high ­permeab ility pressure­ drive clastic reservoir.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H09493.pdf,Halliburton Nitrogen Services,"<b>hydraulic fracturing</b>. Making one organization —Halliburton— responsible for the treatment and nitrogen supply, greatly simplifies logistics.",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/lp/contents/Data_Sheets/web/H/H05937-A4.pdf,H05937 FracXpert Analysis - Oilfield Services | Halliburton ...,"results in the optimal design for <b>hydraulic fracturing</b> operations. Another benefit is the substantial time-savings involved. Now, the required data for frac simulators is",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H09160.pdf,Q10 Pumping Unit - Oilfield Services | Halliburton - Solving ...,• Current <b>hydraulic</b> horsepower: 2000 hhp Q10™ Pumping Unit Advanced Design Helps Reduce Nonproductive Time During <b>Fracturing</b> Treatments The new Q10TM pumping unit provides ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Case_Histories/web/A_through_R/H08437.pdf,Proppants? We Don’t Need No Stinking Proppants!,Proppants? We Don’t Need No Stinking Proppants! THE BACKGROUND <b>Hydraulic fracturing</b> is the key technology to develop tight oil and gas reservoirs and mil-,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/Presentations/D2_4_Leotaud.pdf,Successfully Cementing the Shale Resource,"pressures during the <b>hydraulic fracturing</b> job. Use cement design with good technical properties (low fluid loss, good Compression Strength, stable at",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Chem_Compliance/web/H08278.pdf,FR-66 Friction Reducer - Oilfield Services | Halliburton ...,water during <b>hydraulic fracturing</b> treatments. FR-66 friction reducer can tolerate more dissolved solids in the water than previous friction reducers.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/CBM/H06263_Chap_07.pdf,OptiCem 5.0 User Guide - Oilfield Services | Halliburton ...,"had no <b>hydraulic fracturing</b>, or at most a small-scale fracture. The gas production was less than 150 Mscf/D in all cases 4 and usually in the range of 30–50 Mscf/D.",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Chem_Compliance/web/H06095.pdf,FR-46™ Friction Reducer - Oilfield Services | Halliburton ...,pressure while pumping water during <b>hydraulic fracturing</b> treatments. FR-46 friction reducer is designed to be used in either a continuous or a batch mix application.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Chem_Compliance/web/H06094.pdf,FR-38™ Friction Reducer - Oilfield Services | Halliburton ...,pressure while pumping water during <b>hydraulic fracturing</b> treatments. FR-38 friction reducer is designed to be used in either a continuous or a batch mix application.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/cem/contents/Brochures/web/WellLife%20Cementing%20Service_H03265.pdf,WellLife Cementing Service - Oilfield Services | Halliburton ...,<b>hydraulic fracturing</b> operations. Production cycling in many HPHT wells has been the culprit for cement sheath damage and eventual casing failure.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/CBM/CBM_Book_Intro.pdf,Coalbed Methane: Principles and Practices,Chapter 8—<b>Hydraulic Fracturing</b> of Coalseams Chapter 9—Water Production and Disposal Chapter 10—Economics of Coalbed Methane Acronyms Index,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H03874.pdf,H03874 Conductivity Endurance - Oilfield Services ...,<b>hydraulic fracturing</b> focused on maximizing the effective fracture length and maintaining conductivity. Conductivity Endurance <b>fracturing</b> is a proven method to accomplish,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Case_Histories/web/A_through_R/H08433.pdf,Jonah and the Wells,<b>Hydraulic fracturing</b> is required to sustain commercial production in these low ... north-easterly <b>fracturing</b> component indi-cating some degree of complex <b>fracturing</b>.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Chem_Compliance/web/H06097.pdf,FR-56 Friction Reducer - Oilfield Services | Halliburton ...,water during <b>hydraulic fracturing</b> treatments. Beneﬁts • FR-56 friction reducer is anionic and is a very e2ective friction reducer in fresh water.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H03851.pdf,Conductivity Endurance Technology For High-Permeability ...,be most easily achieved through the use of more effective <b>hydraulic fracturing</b> focused on maximizing the effective fracture length and maintaining conductivity.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/lp/contents/Data_Sheets/web/H/H06048.pdf,Compensated Spectral Natural Gamma Ray (CSNG),"service to improve the evaluation of <b>hydraulic fracturing</b>, gravel packing, and frac packing operations T he CSNG™ tool measures the entire gamma ray",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/DTS%20Lessons%20for%20Acid%20Trmt...pdf,Distributed temperature sensing yields lessons for acid treatment,"for enhanced recovery, and 5) <b>hydraulic fracturing</b> treatments. 1. Production pro-filing is also a candidate for DTS appli-cation. The DTS study discussed in this",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/ApplicationofStimWatch_OGReview_0507.pdf,The Application and Benefits of the StimWatch® Stimulation ...,"• minfrac, acid <b>fracturing</b> and <b>hydraulic fracturing</b> treatments; • squeeze treatments, conformance fluids, sand control chemicals, etc.; • <b>fracturing</b> height identification ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/source_files/Newsletters/KCNews/2007/print/Jun07Cem_FlowAfterCem_print.pdf,Page 1 of 8 - Oilfield Services | Halliburton - Solving ...,"universal well events as pressure testing, perforating, <b>hydraulic fracturing</b>, completion, production, and work over, or other remedial treatments remain long after the ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/Q_through_Z/WaterMgt_Halli0706.pdf,Conformance through chemistry - Oilfield Services ...,"lthough <b>hydraulic fracturing</b> has proven to be extremely success-ful, one problem has continued to plague operators for years: increased water production after a treatment has",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/CBM/H06263_Index.pdf,OptiCem 5.0 User Guide - Oilfield Services | Halliburton ...,"<b>hydraulic fracturing</b> 392 stress evaluation 410, 411 water production 423, 430 Cedar Hill cleat permeability 227, 229, 230 porosity 231 relative permeability 225",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/lp/contents/Books_and_Catalogs/web/StimGun/2_Introduction/2%20Intro.pdf,The Propellant Technology Development Group and the licensees,"technologies such as <b>hydraulic fracturing</b>. To date, several thousand wells have been suc-cessfully treated. The key to our success has been in development of an ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/A_through_P/0209-Eprint.pdf,Treatment Stops Proppant Flow Back - Oilfield Services ...,able and noncurable resins for <b>hydraulic fracturing</b> and sand control. Nguyen holds a Ph.D. in chemical engineering from the University of Oklahoma.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/lp/contents/Data_Sheets/web/H/H05479.pdf,RSCT (Rotary Sidewall Coring Tool) - Oilfield Services ...,"<b>hydraulic fracturing</b> design, wellbore stability analysis, and sand potential prediction Health, Safety, &amp; Environmental Benefits The RSCT tool enhances safety by eliminating ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/CBM/H06263_TableOfContents.pdf,OptiCem 5.0 User Guide - Oilfield Services | Halliburton ...,Chapter 8—<b>Hydraulic Fracturing</b> of Coalseams 8.1 Need for <b>Fracturing</b> Coals ..... 357,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/bc/contents/Data_Sheets/H08265.pdf,Enables Effective Fracture Stimulation of Very Long Laterals ...,<b>fracturing</b> bottomhole assemblies. • Makes more <b>hydraulic</b> horsepower available for the treatment since less horsepower is expended overcoming fluid friction.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/related_docs/HalliburtonAdvantage.pdf,United States Shale Gas - Oilfield Services | Halliburton ...,"<b>Hydraulic Fracturing</b> Method DISCOVERY 14 At every stage of a shale gas play, “best practices” are application-dependent and must evolve to meet specific, local challenges.",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/pubsdata/press_release/2012/Q411_Earnings_Release_Final.pdf,HALLIBURTON ANNOUNCES FOURTH QUARTER EARNINGS OF $1.00 PER ...,"radioactive sources, explosives, chemicals, <b>hydraulic fracturing</b> services and climate-related initiatives; compliance with laws related to income taxes and assumptions",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Books_and_Catalogs/web/CBM/H06263_Chap_10.pdf,Economics of Coalbed Methane Recovery - Oilfield Services ...,"economically attractive.3 Above the threshold values, <b>hydraulic fracturing</b> may be used to enhance production rates. Adequate reservoir pressure must supply the driving force ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Deep_Water/related_docs/Brazil%20Deepwater%20Map%20Final%20-%20English.pdf,Representative Cross Section Espirito Basin,lic <b>fracturing</b> in tight gas sands • Achieve high-rate gas well completions ... • Maximize recovery using <b>hydraulic fracturing</b> in horizontal wells • Manage reservoir with ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/pubsdata/press_release/2008/corpnws_012808.pdf,FOR IMMEDIATE RELEASE Contact: Christian Garcia January 28 ...,for the provision of <b>hydraulic fracturing</b> services for 317 oil wells in Russia’s Priobskoye Field in 2008. Located in Western Siberia on the banks of the Ob,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Presentations/H09034.pdf,EXCO Technology Exchange - Oilfield Services | Halliburton ...,* Data from SPE Monograph <b>Hydraulic Fracturing</b> Fig 6.26 . Packed Fracture . Our next technology is MonoProp. MonoProp is a High Performance Polymer Alloy engineered to create ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/about_us/pubsdata/sd/Halliburton_CSR%202007.pdf,It starts with me. - Oilfield Services | Halliburton ...,• Low-horsepower <b>hydraulic fracturing</b> • Advanced power systems • Laser technology for cutting both rock and metal. Th e eff ective capture and storage of CO,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Case_Histories/web/A_through_R/H08441.pdf,Wanna Better Frac? - Oilfield Services | Halliburton ...,"<b>fracturing</b> components have improved production response in a field. Over the past decade, Pinnacle has mapped more than 10,000 <b>hydraulic</b> fracture treatments and in",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/cem/contents/Books_and_Catalogs/TECH/Sect18_ce.pdf,Halliburton Casing Equipment Resources - Oilfield Services ...,Halliburton indicator collars help orient logging t ools with casing string depths and frac baffles provide efficie ncies for <b>hydraulic fracturing</b> services.,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H05921.pdf,AquaStim Water Frac Service SM - Oilfield Services ...,Halliburton’s new AquaStimSM water frac service technologies are already helping operators achieve better <b>fracturing</b> results: • Improved production,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/pubsdata/press_release/2011/Q410_Earnings_Release_Final.pdf,FOR IMMEDIATE RELEASE Contact - Oilfield Services ...,"FOR IMMEDIATE RELEASE Contact: Christian Garcia January 24, 2011 Halliburton, Investor Relations 281/871-2688 ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/solutions/contents/Shale/related_docs/Mancos.pdf,The Mancos Shale - Oilfield Services | Halliburton - Solving ...,"The Mancos Shale MancosMancos 2 Because of its range and content, the Mancos shale is the single most significant shale deposit in the western U.S.",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/bc/contents/Data_Sheets/H08262.pdf,Boots &amp; Coots <b>Hydraulic</b> Workover/Snubbing,WELL ERETION . Boots &amp; Coots <b>Hydraulic</b> Workover/Snubbing . Boots &amp; Coots <b>hydraulic</b> workover (HWO)/snubbing technologies provide a flexible and cost-effective ...,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/news/pubsdata/press_release/2010/Q210EarningsRelease_Final.pdf,HALLIBURTON ANNOUNCES SECOND QUARTER EARNINGS OF $0.52 PER ...,"FOR IMMEDIATE RELEASE Contact: Christian Garcia July 19, 2010 Halliburton, Investor Relations 281/871-2688 Cathy ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/about_us/pubsdata/sd/CSR2009.pdf,PUSHING BOUNDARIES - Oilfield Services | Halliburton ...,"UNITED STATES Halliburton was honored by the U.S. publication Profiles in Diversity Journal with a 2010 Diversity Leader Award, in recognition of our consistent and",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/cem/contents/Posters/SoluCem%20Cement_panel_C-77.pdf,Reducing Near-Wellbore Entry Friction,© 2012 Halliburton. All Rights Reserved. C-77 (S) 3/12 Reducing Near-Wellbore Entry Friction Horizontal wells are normally fracture stimulated in multiple stages to,nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Papers_and_Articles/web/Q_through_Z/shaleGasStimulation_0307.pdf,Special techniques tap shale gas - Oilfield Services ...,"www.eandp.info March 2007 | E&amp;P For maximum production, look at the life of a shale-gas play. AUTHORS Matt Blauchand Bill Grieser, Halliburton O perators producing ...",nonhtml,halliburton.com,hydraulic+fracturing
"",http://www.halliburton.com/public/pe/contents/Data_Sheets/web/H/H06228.pdf,MonoProp LowDensityProppantfor TM High-PorosityFractures,MonoProp TM LowDensityProppantfor High-PorosityFractures LightweightProppantAchievesPartialProppantMonolayerforUltimate FractureConductivity ...,nonhtml,halliburton.com,hydraulic+fracturing
